,Date,Market,Product,In_Flow,Out_Flow,Stock,Unit
1179,2020-07-14,Al Qadarif,Sorghum (Feterita),590,0,,Standard Sack ~90kg
1180,2020-07-12,"Om Durman, El Salam",Donkey (male),162,113,,Head
1181,2020-07-12,"Om Durman, El Salam",Sheep (hamari),2006,1871,,Head
1182,2020-07-12,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),745,633,,Head
1183,2020-07-12,"Om Durman, El Salam",Camels,108,84,,Head
1184,2020-07-12,"Om Durman, El Salam",Local milking Cow - Low Yeilder,9,7,,Head
1185,2020-07-12,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1186,2020-07-12,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),2417,2147,,Head
1187,2020-07-09,Om Durman,Red Onion,12500,12500,0,Standard Sack ~90kg
1188,2020-07-09,Om Durman,Broad Bean - Ethiopian,500,500,0,Big Sack ~100kg
1189,2020-07-09,Om Durman,Broad Beans,250,250,0,Standard Sack ~90kg
1190,2020-07-09,Om Durman,Shelled Groundnuts,13000,13000,0,Ton
1191,2020-07-09,Om Durman,Sesame (mixed),10000,10000,0,KANTAR (45 KG)
1192,2020-07-09,Om Durman,Sesame,5000,5000,0,KANTAR (45 KG)
1193,2020-07-09,Om Durman,Sesame (heriheri),1500,1500,0,KANTAR (45 KG)
1194,2020-07-09,Om Durman,Sorghum Hageen,50,50,0,Standard Sack ~90kg
1195,2020-07-09,Om Durman,Sorghum Wad Ahmed,1500,1500,0,Standard Sack ~90kg
1196,2020-07-09,Om Durman,Wheat Grain,300,300,0,Standard Sack ~90kg
1197,2020-07-09,Om Durman,Sorghum (Feterita),5000,5000,0,Standard Sack ~90kg
1198,2020-07-09,Om Durman,Sorghum (Tabat),250,250,0,Standard Sack ~90kg
1199,2020-07-09,Om Durman,Millet,200,200,0,Standard Sack ~90kg
1200,2020-07-09,Om Durman,Sorghum (Dabar),300,300,0,Standard Sack ~90kg
1201,2020-07-09,Om Durman,Hibiscus,100,100,0,KANTAR (45 KG)
1202,2020-07-05,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),609,528,,Head
1203,2020-07-05,"Om Durman, El Salam",Camels,97,77,,Head
1204,2020-07-05,"Om Durman, El Salam",Local milking Cow - Low Yeilder,17,11,,Head
1205,2020-07-05,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1206,2020-07-05,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3874,3401,,Head
1207,2020-07-02,Om Durman,Red Onion,10000,10000,0,Standard Sack ~90kg
1208,2020-07-02,Om Durman,Broad Bean - Ethiopian,300,300,0,Big Sack ~100kg
1209,2020-07-02,Om Durman,Broad Beans,200,200,0,Standard Sack ~90kg
1210,2020-07-02,Om Durman,Shelled Groundnuts,10000,10000,0,Ton
1211,2020-07-02,Om Durman,Sesame (mixed),9000,90000,,KANTAR (45 KG)
1212,2020-07-02,Om Durman,Sesame,4000,4000,0,KANTAR (45 KG)
1213,2020-07-02,Om Durman,Sesame (heriheri),1000,1000,0,KANTAR (45 KG)
1214,2020-07-02,Om Durman,Sorghum Hageen,0,0,0,Standard Sack ~90kg
1215,2020-07-02,Om Durman,Sorghum Wad Ahmed,1500,1500,0,Standard Sack ~90kg
1216,2020-07-02,Om Durman,Sorghum (yourwasha),0,0,0,Standard Sack ~90kg
1217,2020-07-02,Om Durman,Sorghum (Feterita),1000,1000,0,Standard Sack ~90kg
1218,2020-07-02,Om Durman,Sorghum (Tabat),200,200,0,Standard Sack ~90kg
1219,2020-07-02,Om Durman,Millet,50,50,0,Standard Sack ~90kg
1220,2020-07-02,Om Durman,Sorghum (Dabar),100,100,0,Standard Sack ~90kg
1221,2020-07-02,Om Durman,Hibiscus,100,100,0,KANTAR (45 KG)
1222,2020-06-30,Al Qadarif,Sorghum (Feterita),1026,0,,Standard Sack ~90kg
1223,2020-06-28,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),695,601,,Head
1224,2020-06-28,"Om Durman, El Salam",Camels,112,84,,Head
1225,2020-06-28,"Om Durman, El Salam",Local milking Cow - Low Yeilder,57,42,,Head
1226,2020-06-28,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1227,2020-06-28,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3522,2754,,Head
1228,2020-06-25,Om Durman,Red Onion,8000,8000,0,Standard Sack ~90kg
1229,2020-06-25,Om Durman,Broad Bean - Ethiopian,450,450,0,Big Sack ~100kg
1230,2020-06-25,Om Durman,Broad Beans,400,400,0,Standard Sack ~90kg
1231,2020-06-25,Om Durman,Shelled Groundnuts,15000,12000,3000,Ton
1232,2020-06-25,Om Durman,Sesame (mixed),12000,12000,0,KANTAR (45 KG)
1233,2020-06-25,Om Durman,Sesame,4500,4500,0,KANTAR (45 KG)
1234,2020-06-25,Om Durman,Sesame (heriheri),2000,2000,0,KANTAR (45 KG)
1235,2020-06-25,Om Durman,Sorghum Hageen,60,60,0,Standard Sack ~90kg
1236,2020-06-25,Om Durman,Sorghum Wad Ahmed,2500,2500,0,Standard Sack ~90kg
1237,2020-06-25,Om Durman,Wheat Grain,2100,2100,0,Standard Sack ~90kg
1238,2020-06-25,Om Durman,Sorghum (Feterita),11000,11000,0,Standard Sack ~90kg
1239,2020-06-25,Om Durman,Sorghum (Tabat),300,300,0,Standard Sack ~90kg
1240,2020-06-25,Om Durman,Millet,300,300,0,Standard Sack ~90kg
1241,2020-06-25,Om Durman,Sorghum (Dabar),200,200,0,Standard Sack ~90kg
1242,2020-06-25,Om Durman,Hibiscus,300,150,150,KANTAR (45 KG)
1243,2020-06-22,Al Qadarif,Sorghum (Dabar),69,0,,Standard Sack ~90kg
1244,2020-06-22,Al Qadarif,Sorghum (Feterita),1002,0,,Standard Sack ~90kg
1245,2020-06-21,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),825,741,,Head
1246,2020-06-21,"Om Durman, El Salam",Camels,362,328,,Head
1247,2020-06-21,"Om Durman, El Salam",Local milking Cow - Low Yeilder,38,27,,Head
1248,2020-06-21,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1249,2020-06-21,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3652,2981,,Head
1250,2020-06-18,Om Durman,Red Onion,7500,7500,0,Standard Sack ~90kg
1251,2020-06-18,Om Durman,Red Onion,7500,7500,0,Standard Sack ~90kg
1252,2020-06-18,Om Durman,Broad Bean - Ethiopian,350,350,0,Big Sack ~100kg
1253,2020-06-18,Om Durman,Broad Beans,300,300,0,Standard Sack ~90kg
1254,2020-06-18,Om Durman,Shelled Groundnuts,14000,12000,2000,Ton
1255,2020-06-18,Om Durman,Sesame (mixed),12000,11000,1000,KANTAR (45 KG)
1256,2020-06-18,Om Durman,Sesame,4000,4000,0,KANTAR (45 KG)
1257,2020-06-18,Om Durman,Sesame (heriheri),2000,15000,500,KANTAR (45 KG)
1258,2020-06-18,Om Durman,Sorghum Hageen,40,40,0,Standard Sack ~90kg
1259,2020-06-18,Om Durman,Sorghum Wad Ahmed,2200,2200,0,Standard Sack ~90kg
1260,2020-06-18,Om Durman,Wheat Grain,2000,2000,0,Standard Sack ~90kg
1261,2020-06-18,Om Durman,Sorghum (Feterita),16000,16000,0,Standard Sack ~90kg
1262,2020-06-18,Om Durman,Sorghum (Tabat),350,350,0,Standard Sack ~90kg
1263,2020-06-18,Om Durman,Millet,200,200,0,Standard Sack ~90kg
1264,2020-06-18,Om Durman,Sorghum (Dabar),150,150,0,Standard Sack ~90kg
1265,2020-06-18,Om Durman,Hibiscus,200,200,0,KANTAR (45 KG)
1266,2020-06-14,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),763,639,,Head
1267,2020-06-14,"Om Durman, El Salam",Camels,126,89,,Head
1268,2020-06-14,"Om Durman, El Salam",Local milking Cow - Low Yeilder,11,7,,Head
1269,2020-06-14,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1270,2020-06-14,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),3011,2782,,Head
1271,2020-06-11,Om Durman,Red Onion,8000,8000,3,Standard Sack ~90kg
1272,2020-06-11,Om Durman,Broad Bean - Ethiopian,300,300,0,Big Sack ~100kg
1273,2020-06-11,Om Durman,Broad Beans,200,200,0,Standard Sack ~90kg
1274,2020-06-11,Om Durman,Shelled Groundnuts,15000,13000,2000,Ton
1275,2020-06-11,Om Durman,Sesame (mixed),12000,11000,1000,KANTAR (45 KG)
1276,2020-06-11,Om Durman,Sesame,4000,4000,0,KANTAR (45 KG)
1277,2020-06-11,Om Durman,Sesame (heriheri),1800,1000,80,KANTAR (45 KG)
1278,2020-06-11,Om Durman,Sorghum Hageen,50,50,0,Standard Sack ~90kg
1279,2020-06-11,Om Durman,Sorghum Wad Ahmed,2000,2000,0,Standard Sack ~90kg
1280,2020-06-11,Om Durman,Wheat Grain,2100,2100,0,Standard Sack ~90kg
1281,2020-06-11,Om Durman,Sorghum (Feterita),12500,12500,0,Standard Sack ~90kg
1282,2020-06-11,Om Durman,Sorghum (Tabat),400,400,0,Standard Sack ~90kg
1283,2020-06-11,Om Durman,Millet,300,300,0,Standard Sack ~90kg
1284,2020-06-11,Om Durman,Sorghum (Dabar),100,100,0,Standard Sack ~90kg
1285,2020-06-11,Om Durman,Hibiscus,200,200,0,KANTAR (45 KG)
1286,2020-06-04,Om Durman,Red Onion,8000,8000,0,Standard Sack ~90kg
1287,2020-06-04,Om Durman,Broad Bean - Ethiopian,500,500,0,Big Sack ~100kg
1288,2020-06-04,Om Durman,Broad Beans,400,400,0,Standard Sack ~90kg
1289,2020-06-04,Om Durman,Shelled Groundnuts,15000,13000,2000,Ton
1290,2020-06-04,Om Durman,Sesame (mixed),11500,10000,1500,KANTAR (45 KG)
1291,2020-06-04,Om Durman,Sesame,4000,4000,0,KANTAR (45 KG)
1292,2020-06-04,Om Durman,Sesame (heriheri),1600,1600,0,KANTAR (45 KG)
1293,2020-06-04,Om Durman,Sorghum Hageen,60,60,0,Standard Sack ~90kg
1294,2020-06-04,Om Durman,Sorghum Wad Ahmed,2000,2000,0,Standard Sack ~90kg
1295,2020-06-04,Om Durman,Wheat Grain,2000,2000,0,Standard Sack ~90kg
1296,2020-06-04,Om Durman,Sorghum (Feterita),12000,12000,0,Standard Sack ~90kg
1297,2020-06-04,Om Durman,Sorghum (Tabat),300,300,0,Standard Sack ~90kg
1298,2020-06-04,Om Durman,Millet,150,150,0,Standard Sack ~90kg
1299,2020-06-04,Om Durman,Sorghum (Dabar),80,80,0,Standard Sack ~90kg
1300,2020-06-04,Om Durman,Hibiscus,200,200,0,KANTAR (45 KG)
1301,2020-05-21,Om Durman,Red Onion,7000,7000,0,Standard Sack ~90kg
1302,2020-05-21,Om Durman,Broad Bean - Ethiopian,600,600,0,Big Sack ~100kg
1303,2020-05-21,Om Durman,Broad Beans,500,500,0,Standard Sack ~90kg
1304,2020-05-21,Om Durman,Shelled Groundnuts,12000,10000,2000,Ton
1305,2020-05-21,Om Durman,Sesame (mixed),11000,11000,0,KANTAR (45 KG)
1306,2020-05-21,Om Durman,Sesame,4000,4000,0,KANTAR (45 KG)
1307,2020-05-21,Om Durman,Sesame (heriheri),1600,1600,0,KANTAR (45 KG)
1308,2020-05-21,Om Durman,Sorghum Hageen,30,30,0,Standard Sack ~90kg
1309,2020-05-21,Om Durman,Sorghum Wad Ahmed,1500,1500,0,Standard Sack ~90kg
1310,2020-05-21,Om Durman,Wheat Grain,2000,2000,0,Standard Sack ~90kg
1311,2020-05-21,Om Durman,Sorghum (Feterita),12000,12000,0,Standard Sack ~90kg
1312,2020-05-21,Om Durman,Sorghum (Tabat),350,350,,Standard Sack ~90kg
1313,2020-05-21,Om Durman,Millet,100,100,0,Standard Sack ~90kg
1314,2020-05-21,Om Durman,Sorghum (Dabar),100,100,0,Standard Sack ~90kg
1315,2020-05-21,Om Durman,Hibiscus,1600,1600,0,KANTAR (45 KG)
1316,2020-05-18,Al Qadarif,Sorghum (Dabar),57,0,,Standard Sack ~90kg
1317,2020-05-18,Al Qadarif,Millet,0,0,,Standard Sack ~90kg
1318,2020-05-18,Al Qadarif,Sorghum (Feterita),1040,0,,Standard Sack ~90kg
1319,2020-05-14,Om Durman,Sorghum Hageen,40,40,0,Standard Sack ~90kg
1320,2020-05-14,Om Durman,Sorghum Wad Ahmed,1000,1000,0,Standard Sack ~90kg
1321,2020-05-14,Om Durman,Wheat Grain,2500,2500,0,Standard Sack ~90kg
1322,2020-05-14,Om Durman,Sorghum (Feterita),12000,12000,0,Standard Sack ~90kg
1323,2020-05-14,Om Durman,Sorghum (Tabat),200,200,0,Standard Sack ~90kg
1324,2020-05-14,Om Durman,Millet,200,200,0,Standard Sack ~90kg
1325,2020-05-14,Om Durman,Sorghum (Dabar),100,100,0,Standard Sack ~90kg
1326,2020-05-14,Om Durman,Hibiscus,200,200,0,KANTAR (45 KG)
1327,2020-05-14,Om Durman,Red Onion,10000,10000,0,Standard Sack ~90kg
1328,2020-05-14,Om Durman,Broad Bean - Ethiopian,700,700,0,Big Sack ~100kg
1329,2020-05-14,Om Durman,Broad Beans,700,700,0,Standard Sack ~90kg
1330,2020-05-14,Om Durman,Shelled Groundnuts,15000,12000,3000,Ton
1331,2020-05-14,Om Durman,Sesame (mixed),14000,14000,0,KANTAR (45 KG)
1332,2020-05-14,Om Durman,Sesame,4000,4000,0,KANTAR (45 KG)
1333,2020-05-14,Om Durman,Sesame (heriheri),1600,1600,0,KANTAR (45 KG)
1334,2020-05-13,Al Qadarif,Sesame,218,0,,KANTAR (45 KG)
1335,2020-05-13,Al Qadarif,Sorghum (Dabar),153,0,,Standard Sack ~90kg
1336,2020-05-13,Al Qadarif,Millet,398,0,,Standard Sack ~90kg
1337,2020-05-13,Al Qadarif,Sorghum (Feterita),2535,0,,Standard Sack ~90kg
1338,2020-05-10,"Om Durman, El Salam",Milking Goat,471,369,,Head
1339,2020-05-10,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),695,528,,Head
1340,2020-05-10,"Om Durman, El Salam",Camels,1002,963,,Head
1341,2020-05-10,"Om Durman, El Salam",Local milking Cow - Low Yeilder,0,0,,Head
1342,2020-05-10,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1343,2020-05-10,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4753,4011,,Head
1344,2020-05-07,Om Durman,Sorghum Hageen,0,0,0,Standard Sack ~90kg
1345,2020-05-07,Om Durman,Sorghum Wad Ahmed,200,200,0,Standard Sack ~90kg
1346,2020-05-07,Om Durman,Wheat Grain,3000,3000,0,Standard Sack ~90kg
1347,2020-05-07,Om Durman,Sorghum (Feterita),11000,11000,0,Standard Sack ~90kg
1348,2020-05-07,Om Durman,Sorghum (Tabat),300,300,0,Standard Sack ~90kg
1349,2020-05-07,Om Durman,Millet,150,150,0,Standard Sack ~90kg
1350,2020-05-07,Om Durman,Sorghum (Dabar),80,80,0,Standard Sack ~90kg
1351,2020-05-07,Om Durman,Broad Bean - Ethiopian,500,500,0,Big Sack ~100kg
1352,2020-05-07,Om Durman,Broad Beans,600,600,0,Standard Sack ~90kg
1353,2020-05-07,Om Durman,Shelled Groundnuts,12000,12000,0,Ton
1354,2020-05-07,Om Durman,Sesame (mixed),13000,13000,0,KANTAR (45 KG)
1355,2020-05-07,Om Durman,Sesame,3000,3000,0,KANTAR (45 KG)
1356,2020-05-07,Om Durman,Sesame (heriheri),1500,1500,0,KANTAR (45 KG)
1357,2020-05-07,Om Durman,Red Onion,12000,12000,0,Standard Sack ~90kg
1358,2020-05-07,Om Durman,Hibiscus,300,300,0,KANTAR (45 KG)
1359,2020-05-04,"Om Durman, El Salam",Milking Goat,359,321,,Head
1360,2020-05-04,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),482,463,,Head
1361,2020-05-04,"Om Durman, El Salam",Camels,1102,1024,,Head
1362,2020-05-04,"Om Durman, El Salam",Local milking Cow - Low Yeilder,6,4,,Head
1363,2020-05-04,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1364,2020-05-04,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4512,3871,,Head
1365,2020-04-30,Om Durman,Red Onion,15000,12000,3000,Standard Sack ~90kg
1366,2020-04-30,Om Durman,Broad Bean - Ethiopian,500,500,0,Big Sack ~100kg
1367,2020-04-30,Om Durman,Broad Beans,700,700,0,Standard Sack ~90kg
1368,2020-04-30,Om Durman,Shelled Groundnuts,10000,10000,0,Ton
1369,2020-04-30,Om Durman,Sesame (mixed),14000,14000,0,KANTAR (45 KG)
1370,2020-04-30,Om Durman,Sesame,3500,3500,0,KANTAR (45 KG)
1371,2020-04-30,Om Durman,Sesame (heriheri),1600,1600,0,KANTAR (45 KG)
1372,2020-04-30,Om Durman,Sorghum Hageen,0,0,0,Standard Sack ~90kg
1373,2020-04-30,Om Durman,Sorghum Wad Ahmed,500,500,0,Standard Sack ~90kg
1374,2020-04-30,Om Durman,Wheat Grain,3000,3000,0,Standard Sack ~90kg
1375,2020-04-30,Om Durman,Sorghum (Feterita),10000,10000,0,Standard Sack ~90kg
1376,2020-04-30,Om Durman,Sorghum (Tabat),200,200,0,Standard Sack ~90kg
1377,2020-04-30,Om Durman,Millet,100,100,0,Standard Sack ~90kg
1378,2020-04-30,Om Durman,Sorghum (Dabar),30,30,0,Standard Sack ~90kg
1379,2020-04-30,Om Durman,Hibiscus,500,500,0,KANTAR (45 KG)
1380,2020-04-29,Al Qadarif,Sesame,239,0,,KANTAR (45 KG)
1381,2020-04-29,Al Qadarif,Sorghum (Dabar),160,0,,Standard Sack ~90kg
1382,2020-04-29,Al Qadarif,Millet,412,0,,Standard Sack ~90kg
1383,2020-04-29,Al Qadarif,Sorghum (Feterita),4647,0,,Standard Sack ~90kg
1384,2020-04-27,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),417,382,,Head
1385,2020-04-27,"Om Durman, El Salam",Camels,701,622,,Head
1386,2020-04-27,"Om Durman, El Salam",Local milking Cow - Low Yeilder,0,0,,Head
1387,2020-04-27,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1388,2020-04-27,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4236,3654,,Head
1389,2020-04-23,Om Durman,Red Onion,12000,12000,0,Standard Sack ~90kg
1390,2020-04-23,Om Durman,Broad Bean - Ethiopian,2000,2000,0,Big Sack ~100kg
1391,2020-04-23,Om Durman,Broad Beans,2000,2000,0,Standard Sack ~90kg
1392,2020-04-23,Om Durman,Shelled Groundnuts,12000,12000,0,Ton
1393,2020-04-23,Om Durman,Sesame (mixed),15000,15000,0,KANTAR (45 KG)
1394,2020-04-23,Om Durman,Sesame,3000,3000,0,KANTAR (45 KG)
1395,2020-04-23,Om Durman,Sesame (heriheri),1500,1500,0,KANTAR (45 KG)
1396,2020-04-23,Om Durman,Sorghum Hageen,20,20,0,Standard Sack ~90kg
1397,2020-04-23,Om Durman,Sorghum Wad Ahmed,650,650,0,Standard Sack ~90kg
1398,2020-04-23,Om Durman,Wheat Grain,2500,2500,0,Standard Sack ~90kg
1399,2020-04-23,Om Durman,Sorghum (Feterita),14000,14000,0,Standard Sack ~90kg
1400,2020-04-23,Om Durman,Sorghum (Tabat),150,150,0,Standard Sack ~90kg
1401,2020-04-23,Om Durman,Millet,100,100,0,Standard Sack ~90kg
1402,2020-04-23,Om Durman,Sorghum (Dabar),50,50,0,Standard Sack ~90kg
1403,2020-04-23,Om Durman,Hibiscus,700,700,0,KANTAR (45 KG)
1404,2020-04-22,Al Qadarif,Sesame,239,0,,KANTAR (45 KG)
1405,2020-04-22,Al Qadarif,Sorghum (Dabar),150,0,,Standard Sack ~90kg
1406,2020-04-22,Al Qadarif,Millet,412,0,,Standard Sack ~90kg
1407,2020-04-22,Al Qadarif,Sorghum (Feterita),2565,0,,Standard Sack ~90kg
1408,2020-04-16,Om Durman,Red Onion,15000,15000,0,Standard Sack ~90kg
1409,2020-04-16,Om Durman,Broad Bean - Ethiopian,1000,1000,0,Big Sack ~100kg
1410,2020-04-16,Om Durman,Broad Beans,4000,4000,0,Standard Sack ~90kg
1411,2020-04-16,Om Durman,Shelled Groundnuts,12000,12000,0,Ton
1412,2020-04-16,Om Durman,Sesame (mixed),10000,10000,0,KANTAR (45 KG)
1413,2020-04-16,Om Durman,Sesame,2000,2000,0,KANTAR (45 KG)
1414,2020-04-16,Om Durman,Sesame (heriheri),1000,1000,0,KANTAR (45 KG)
1415,2020-04-16,Om Durman,Sorghum Hageen,0,0,0,Standard Sack ~90kg
1416,2020-04-16,Om Durman,Sorghum Wad Ahmed,600,600,0,Standard Sack ~90kg
1417,2020-04-16,Om Durman,Wheat Grain,3000,3000,0,Standard Sack ~90kg
1418,2020-04-16,Om Durman,Sorghum (Feterita),10000,10000,0,Standard Sack ~90kg
1419,2020-04-16,Om Durman,Sorghum (Tabat),250,250,0,Standard Sack ~90kg
1420,2020-04-16,Om Durman,Millet,150,150,0,Standard Sack ~90kg
1421,2020-04-16,Om Durman,Sorghum (Dabar),100,100,0,Standard Sack ~90kg
1422,2020-04-16,Om Durman,Hibiscus,1000,1000,0,KANTAR (45 KG)
1423,2020-04-14,Al Qadarif,Sesame,2074,0,,KANTAR (45 KG)
1424,2020-04-14,Al Qadarif,Sorghum (Dabar),435,0,,Standard Sack ~90kg
1425,2020-04-14,Al Qadarif,Millet,168,0,,Standard Sack ~90kg
1426,2020-04-14,Al Qadarif,Sorghum (Feterita),4812,0,,Standard Sack ~90kg
1427,2020-04-12,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),411,328,,Head
1428,2020-04-12,"Om Durman, El Salam",Camels,388,362,,Head
1429,2020-04-12,"Om Durman, El Salam",Local milking Cow - Low Yeilder,5,3,,Head
1430,2020-04-12,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1431,2020-04-12,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),4758,4005,,Head
1432,2020-04-09,Al Qadarif,Sesame,4855,0,,KANTAR (45 KG)
1433,2020-04-09,Al Qadarif,Sorghum (Dabar),323,0,,Standard Sack ~90kg
1434,2020-04-09,Al Qadarif,Millet,588,0,,Standard Sack ~90kg
1435,2020-04-09,Al Qadarif,Sorghum (Feterita),6261,0,,Standard Sack ~90kg
1436,2020-04-09,Om Durman,Red Onion,14000,14000,0,Standard Sack ~90kg
1437,2020-04-09,Om Durman,Broad Bean - Ethiopian,3000,3000,0,Big Sack ~100kg
1438,2020-04-09,Om Durman,Broad Beans,2500,2500,0,Standard Sack ~90kg
1439,2020-04-09,Om Durman,Shelled Groundnuts,15000,15000,0,Ton
1440,2020-04-09,Om Durman,Sesame (mixed),16000,16000,0,KANTAR (45 KG)
1441,2020-04-09,Om Durman,Sesame,3000,3000,0,KANTAR (45 KG)
1442,2020-04-09,Om Durman,Sesame (heriheri),2000,2000,0,KANTAR (45 KG)
1443,2020-04-09,Om Durman,Sorghum Hageen,40,40,0,Standard Sack ~90kg
1444,2020-04-09,Om Durman,Sorghum Wad Ahmed,600,600,0,Standard Sack ~90kg
1445,2020-04-09,Om Durman,Wheat Grain,2700,2700,0,Standard Sack ~90kg
1446,2020-04-09,Om Durman,Sorghum (Feterita),15000,15000,0,Standard Sack ~90kg
1447,2020-04-09,Om Durman,Sorghum (Tabat),300,300,0,Standard Sack ~90kg
1448,2020-04-09,Om Durman,Millet,100,100,0,Standard Sack ~90kg
1449,2020-04-09,Om Durman,Sorghum (Dabar),100,100,0,Standard Sack ~90kg
1450,2020-04-09,Om Durman,Hibiscus,900,900,0,KANTAR (45 KG)
1451,2020-04-05,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),487,368,,Head
1452,2020-04-05,"Om Durman, El Salam",Camels,322,285,,Head
1453,2020-04-05,"Om Durman, El Salam",Local milking Cow - Low Yeilder,7,5,,Head
1454,2020-04-05,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1455,2020-04-05,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5512,4147,,Head
1456,2020-04-02,Om Durman,Red Onion,15000,15000,0,Standard Sack ~90kg
1457,2020-04-02,Om Durman,Broad Bean - Ethiopian,3000,3000,0,Big Sack ~100kg
1458,2020-04-02,Om Durman,Broad Beans,2500,2500,0,Standard Sack ~90kg
1459,2020-04-02,Om Durman,Sorghum Hageen,30,30,0,Standard Sack ~90kg
1460,2020-04-02,Om Durman,Sorghum Wad Ahmed,500,500,0,Standard Sack ~90kg
1461,2020-04-02,Om Durman,Wheat Grain,2500,2500,0,Standard Sack ~90kg
1462,2020-04-02,Om Durman,Sorghum (Feterita),2000,2000,0,Standard Sack ~90kg
1463,2020-04-02,Om Durman,Sorghum (Tabat),400,400,0,Standard Sack ~90kg
1464,2020-04-02,Om Durman,Millet,100,100,0,Standard Sack ~90kg
1465,2020-04-02,Om Durman,Sorghum (Dabar),50,50,0,Standard Sack ~90kg
1466,2020-04-02,Om Durman,Shelled Groundnuts,15000,12000,3000,Ton
1467,2020-04-02,Om Durman,Sesame (mixed),20000,15000,5000,KANTAR (45 KG)
1468,2020-04-02,Om Durman,Sesame,4000,3000,1000,KANTAR (45 KG)
1469,2020-04-02,Om Durman,Sesame (heriheri),2000,1500,500,KANTAR (45 KG)
1470,2020-04-02,Om Durman,Hibiscus,800,800,0,KANTAR (45 KG)
1471,2020-03-31,Al Qadarif,Sesame,2950,0,,KANTAR (45 KG)
1472,2020-03-31,Al Qadarif,Sorghum (Dabar),57,0,,Standard Sack ~90kg
1473,2020-03-31,Al Qadarif,Millet,483,0,,Standard Sack ~90kg
1474,2020-03-31,Al Qadarif,Sorghum (Feterita),6600,0,,Standard Sack ~90kg
1475,2020-03-29,"Om Durman, El Salam",Goat (Noubian Male live 13-30kgs),542,417,,Head
1476,2020-03-29,"Om Durman, El Salam",Camels,281,243,,Head
1477,2020-03-29,"Om Durman, El Salam",Local milking Cow - Low Yeilder,13,8,,Head
1478,2020-03-29,"Om Durman, El Salam",Local milking Cow - Hi Yeilder,0,0,,Head
1479,2020-03-29,"Om Durman, El Salam",Sheep (35 - 40 Kg Live + 2 years),5478,4709,,Head
1480,2020-03-26,Om Durman,Sorghum Hageen,30,30,0,Standard Sack ~90kg
1481,2020-03-26,Om Durman,Red Onion,12000,10000,2000,Standard Sack ~90kg
1482,2020-03-26,Om Durman,Broad Bean - Ethiopian,5000,5000,0,Big Sack ~100kg
1483,2020-03-26,Om Durman,Broad Beans,3000,3000,0,Standard Sack ~90kg
1484,2020-03-26,Om Durman,Shelled Groundnuts,18000,16000,2000,Ton
1485,2020-03-26,Om Durman,Sesame (mixed),23000,20000,3000,KANTAR (45 KG)
1486,2020-03-26,Om Durman,Sesame,5000,4000,1000,KANTAR (45 KG)
1487,2020-03-26,Om Durman,Sesame (heriheri),2700,2700,0,KANTAR (45 KG)
1488,2020-03-26,Om Durman,Sorghum Wad Ahmed,1000,1000,0,Standard Sack ~90kg
1489,2020-03-26,Om Durman,Wheat Grain,1000,1000,0,Standard Sack ~90kg
1490,2020-03-26,Om Durman,Sorghum (Feterita),5000,5000,0,Standard Sack ~90kg
1491,2020-03-26,Om Durman,Sorghum (Tabat),800,800,0,Standard Sack ~90kg
1492,2020-03-26,Om Durman,Millet,100,100,0,Standard Sack ~90kg
1493,2020-03-26,Om Durman,Sorghum (Dabar),50,50,0,Standard Sack ~90kg
1494,2020-03-26,Om Durman,Hibiscus,800,800,0,KANTAR (45 KG)
